조 번호,조항 번호,조(키워드),요약 내용,통합 내용
제64조,제64조 2항,제64조(취직인허증),"취직인허증은 의무교육에 지장이 없는 경우에만 발행하며, 사용자는 지정된 직종 외의 업무에 연소자를 사용할 수 없다.","제64조(취직인허증) 취직인허증은 의무교육에 지장이 없는 경우에만 발행하며, 사용자는 지정된 직종 외의 업무에 연소자를 사용할 수 없다."
제64조,제64조 3항,제64조(인허 취소),거짓이나 부정한 방법으로 취직인허증을 발급받은 경우 장관은 이를 취소해야 하며 사용자는 즉시 고용을 중단해야 한다.,제64조(인허 취소) 거짓이나 부정한 방법으로 취직인허증을 발급받은 경우 장관은 이를 취소해야 하며 사용자는 즉시 고용을 중단해야 한다.
제65조,제65조 1항,제65조(사용 금지),임산부와 18세 미만자를 도덕상 또는 보건상 유해·위험한 사업에 사용하는 행위를 엄격히 금지한다.,제65조(사용 금지) 임산부와 18세 미만자를 도덕상 또는 보건상 유해·위험한 사업에 사용하는 행위를 엄격히 금지한다.
제65조,제65조 2항,제65조(여성 금지),18세 이상 여성이라도 임신·출산 기능에 유해한 사업에는 사용할 수 없으며 사용자는 모성 보호 의무를 다해야 한다.,제65조(여성 금지) 18세 이상 여성이라도 임신·출산 기능에 유해한 사업에는 사용할 수 없으며 사용자는 모성 보호 의무를 다해야 한다.
제65조,제65조 3항,제65조(금지 직종),"여성 및 연소자 사용 금지 직종은 대통령령을 따르며, 사용자는 임의로 위험 직무에 이들을 배치할 수 없다.","제65조(금지 직종) 여성 및 연소자 사용 금지 직종은 대통령령을 따르며, 사용자는 임의로 위험 직무에 이들을 배치할 수 없다."
제66조,제66조,제66조(연소자 증명),18세 미만 근로자 고용 시 가족관계증명서와 친권자 동의서를 반드시 사업장에 갖추어 두어야 할 의무가 있다.,제66조(연소자 증명) 18세 미만 근로자 고용 시 가족관계증명서와 친권자 동의서를 반드시 사업장에 갖추어 두어야 할 의무가 있다.
제67조,제67조 1항,제67조(대리 금지),"친권자나 후견인은 미성년자의 근로계약을 대리할 수 없으며, 반드시 근로자 본인이 직접 계약을 체결해야 한다.","제67조(대리 금지) 친권자나 후견인은 미성년자의 근로계약을 대리할 수 없으며, 반드시 근로자 본인이 직접 계약을 체결해야 한다."
제67조,제67조 2항,제67조(계약 해지),근로계약이 미성년자에게 불리하다고 인정되면 친권자나 장관이 이를 해지할 수 있으며 사용자는 이에 따라야 한다.,제67조(계약 해지) 근로계약이 미성년자에게 불리하다고 인정되면 친권자나 장관이 이를 해지할 수 있으며 사용자는 이에 따라야 한다.
제67조,제67조 3항,제67조(서면 교부),18세 미만자와 계약 시 주요 근로조건을 반드시 서면으로 명시하여 교부해야 하며 이를 누락할 수 없다.,제67조(서면 교부) 18세 미만자와 계약 시 주요 근로조건을 반드시 서면으로 명시하여 교부해야 하며 이를 누락할 수 없다.
제68조,제68조,제68조(임금 청구),"미성년자는 독자적으로 임금을 청구할 수 있으며, 사용자는 친권자에게 임금을 대신 지급하여 청구권을 침해 못 한다.","제68조(임금 청구) 미성년자는 독자적으로 임금을 청구할 수 있으며, 사용자는 친권자에게 임금을 대신 지급하여 청구권을 침해 못 한다."
제69조,제69조,제69조(연소자 시간),"15~18세 미만은 1일 7시간, 1주 35시간을 초과할 수 없으며 합의 시에도 1일 1시간, 1주 5시간까지만 연장 가능한다.","제69조(연소자 시간) 15~18세 미만은 1일 7시간, 1주 35시간을 초과할 수 없으며 합의 시에도 1일 1시간, 1주 5시간까지만 연장 가능한다."
제70조,제70조 1항,제70조(여성 야간),18세 이상 여성을 야간(22~06시) 또는 휴일에 근로시키려면 반드시 해당 근로자의 동의를 받아야 한다.,제70조(여성 야간) 18세 이상 여성을 야간(22~06시) 또는 휴일에 근로시키려면 반드시 해당 근로자의 동의를 받아야 한다.
제70조,제70조 2항 1호,제70조(야간 금지),"임산부와 18세 미만자의 야간 및 휴일 근로는 원칙적 금지이며, 장관 인가와 본인 동의가 있어야만 예외 적용된다.","제70조(야간 금지) 임산부와 18세 미만자의 야간 및 휴일 근로는 원칙적 금지이며, 장관 인가와 본인 동의가 있어야만 예외 적용된다."
제70조,제70조 2항 2호,제70조(연소자 인가),18세 미만자의 동의와 장관의 인가를 받은 경우에만 야간·휴일 근로가 가능하며 사용자는 승인 범위를 엄수해야 한다.,제70조(연소자 인가) 18세 미만자의 동의와 장관의 인가를 받은 경우에만 야간·휴일 근로가 가능하며 사용자는 승인 범위를 엄수해야 한다.
제70조,제70조 2항 3호,제70조(산후 인가),산후 1년 미만 여성의 동의와 장관 인가가 있는 경우에만 야간·휴일 근로가 가능하며 사용자는 모성 보호를 우선해야 한다.,제70조(산후 인가) 산후 1년 미만 여성의 동의와 장관 인가가 있는 경우에만 야간·휴일 근로가 가능하며 사용자는 모성 보호를 우선해야 한다.
제70조,제70조 2항 4호,제70조(임신부 청구),임신 중 여성이 명시적으로 청구하고 장관 인가를 받은 경우에만 야간·휴일 근로가 가능하며 일방적 지시는 절대 금한다.,제70조(임신부 청구) 임신 중 여성이 명시적으로 청구하고 장관 인가를 받은 경우에만 야간·휴일 근로가 가능하며 일방적 지시는 절대 금한다.
제70조,제70조 3항,제70조(인가 협의),"야간·휴일 근로 인가 전 근로자대표와 성실히 협의해야 하며, 사용자는 건강 및 모성 보호 조치를 마련할 의무가 있다.","제70조(인가 협의) 야간·휴일 근로 인가 전 근로자대표와 성실히 협의해야 하며, 사용자는 건강 및 모성 보호 조치를 마련할 의무가 있다."
제71조,제71조,제71조(산후 연장),"산후 1년 미만 여성에게는 1일 2시간, 1주 6시간, 1년 150시간을 초과하는 시간외근로를 시키는 행위를 금지한다.","제71조(산후 연장) 산후 1년 미만 여성에게는 1일 2시간, 1주 6시간, 1년 150시간을 초과하는 시간외근로를 시키는 행위를 금지한다."
제72조,제72조,제72조(갱내 금지),"여성과 18세 미만자를 갱내에서 근로시킬 수 없으며, 의료·취재 등 극히 예외적인 경우에만 대통령령에 따라 허용된다.","제72조(갱내 금지) 여성과 18세 미만자를 갱내에서 근로시킬 수 없으며, 의료·취재 등 극히 예외적인 경우에만 대통령령에 따라 허용된다."
제73조,제73조,제73조(생리 휴가),여성 근로자가 청구하면 월 1일의 생리휴가를 반드시 주어야 하며 사용자는 이를 임의로 거부하거나 제한할 수 없다.,제73조(생리 휴가) 여성 근로자가 청구하면 월 1일의 생리휴가를 반드시 주어야 하며 사용자는 이를 임의로 거부하거나 제한할 수 없다.
제74조,제74조 1항,제74조(출산 휴가),임신 중 여성에게 90일(다태아 120일)의 출산휴가를 주어야 하며 출산 후 휴가 기간이 45일 이상 되도록 배치해야 한다.,제74조(출산 휴가) 임신 중 여성에게 90일(다태아 120일)의 출산휴가를 주어야 하며 출산 후 휴가 기간이 45일 이상 되도록 배치해야 한다.
제74조,제74조 2항,제74조(휴가 분할),유산 경험 등 사유가 있는 임신부의 청구 시 출산 전 휴가를 나누어 사용할 수 있도록 보장해야 할 의무가 있다.,제74조(휴가 분할) 유산 경험 등 사유가 있는 임신부의 청구 시 출산 전 휴가를 나누어 사용할 수 있도록 보장해야 할 의무가 있다.
제74조,제74조 3항,제74조(유산 휴가),임신 중 유산 또는 사산한 근로자가 청구하면 법정 기준에 따른 유산·사산 휴가를 주어야 하며 이를 거부할 수 없다.,제74조(유산 휴가) 임신 중 유산 또는 사산한 근로자가 청구하면 법정 기준에 따른 유산·사산 휴가를 주어야 하며 이를 거부할 수 없다.
제74조,제74조 4항,제74조(유급 기간),출산휴가 중 최초 60일(다태아 75일)은 반드시 유급으로 처리해야 하며 사용자는 임금 지급 의무를 회피 못 한다.,제74조(유급 기간) 출산휴가 중 최초 60일(다태아 75일)은 반드시 유급으로 처리해야 하며 사용자는 임금 지급 의무를 회피 못 한다.
제74조,제74조 5항,제74조(연장 금지),"임신 중 여성에게 시간외근로를 시킬 수 없으며, 근로자의 요구 시 즉시 쉬운 종류의 업무로 전환해주어야 한다.","제74조(연장 금지) 임신 중 여성에게 시간외근로를 시킬 수 없으며, 근로자의 요구 시 즉시 쉬운 종류의 업무로 전환해주어야 한다."
제74조,제74조 6항,제74조(복귀 보장),출산휴가 종료 후에는 반드시 휴가 전과 동일한 업무 또는 동등한 수준의 임금을 지급하는 직무로 복귀시켜야 한다.,제74조(복귀 보장) 출산휴가 종료 후에는 반드시 휴가 전과 동일한 업무 또는 동등한 수준의 임금을 지급하는 직무로 복귀시켜야 한다.
제74조,제74조 7항,제74조(임신 단축),임신 12주 이내 또는 32주 이후 여성의 근로시간 2시간 단축 청구를 허용해야 하며 사용자는 이를 거절할 수 없다.,제74조(임신 단축) 임신 12주 이내 또는 32주 이후 여성의 근로시간 2시간 단축 청구를 허용해야 하며 사용자는 이를 거절할 수 없다.
제74조,제74조 8항,제74조(삭감 금지),임신기 근로시간 단축을 이유로 해당 근로자의 임금을 삭감하는 행위를 엄격히 금지한다.,제74조(삭감 금지) 임신기 근로시간 단축을 이유로 해당 근로자의 임금을 삭감하는 행위를 엄격히 금지한다.
제74조,제74조 9항,제74조(시종 변경),임신 중 여성의 업무 시작 및 종료 시각 변경 신청을 허용해야 하며 사용자는 정당한 사유 없이 이를 제한 못 한다.,제74조(시종 변경) 임신 중 여성의 업무 시작 및 종료 시각 변경 신청을 허용해야 하며 사용자는 정당한 사유 없이 이를 제한 못 한다.
제74조,제74조 10항,제74조(절차 준수),근로시간 단축 및 시각 변경 신청 방법은 대통령령을 따르며 사용자는 법정 신청 절차를 방해하거나 무시할 수 없다.,제74조(절차 준수) 근로시간 단축 및 시각 변경 신청 방법은 대통령령을 따르며 사용자는 법정 신청 절차를 방해하거나 무시할 수 없다.
제74조,제74조의2 1항,제74조(태아 검진),임신한 여성 근로자가 정기건강진단에 필요한 시간을 청구하면 허용해야 하며 사용자는 이를 제한할 수 없다.,제74조(태아 검진) 임신한 여성 근로자가 정기건강진단에 필요한 시간을 청구하면 허용해야 하며 사용자는 이를 제한할 수 없다.
제74조,제74조의2 2항,제74조(임금 보전),태아건강검진 시간을 이유로 근로자의 임금을 삭감해서는 안 되며 해당 시간을 유급으로 인정할 의무가 있다.,제74조(임금 보전) 태아건강검진 시간을 이유로 근로자의 임금을 삭감해서는 안 되며 해당 시간을 유급으로 인정할 의무가 있다.
제75조,제75조,제75조(육아 시간),1세 미만 영아를 둔 여성 근로자 청구 시 1일 2회 각각 30분 이상의 유급 수유 시간을 반드시 보장해야 한다.,제75조(육아 시간) 1세 미만 영아를 둔 여성 근로자 청구 시 1일 2회 각각 30분 이상의 유급 수유 시간을 반드시 보장해야 한다.
제76조,제76조,제76조(안전 보건),근로자의 안전과 보건을 위해 「산업안전보건법」의 기준을 반드시 준수해야 하며 위험한 환경 방치를 금한다.,제76조(안전 보건) 근로자의 안전과 보건을 위해 「산업안전보건법」의 기준을 반드시 준수해야 하며 위험한 환경 방치를 금한다.
제76조,제76조의2,제76조(괴롭힘 금지),직장 내 우위를 이용해 업무 범위를 넘어 고통을 주거나 환경을 악화시키는 괴롭힘 행위를 절대 금지한다.,제76조(괴롭힘 금지) 직장 내 우위를 이용해 업무 범위를 넘어 고통을 주거나 환경을 악화시키는 괴롭힘 행위를 절대 금지한다.
제76조,제76조의3 1항,제76조(괴롭힘 신고),누구든지 직장 내 괴롭힘 사실을 인지하면 사용자에게 신고할 수 있으며 사용자는 신고 접수 의무를 가짐.,제76조(괴롭힘 신고) 누구든지 직장 내 괴롭힘 사실을 인지하면 사용자에게 신고할 수 있으며 사용자는 신고 접수 의무를 가짐.
제76조,제76조의3 2항,제76조(조사 의무),괴롭힘 신고 접수 시 사용자는 지체 없이 객관적인 조사를 실시해야 하며 사실 확인 의무를 소홀히 해서는 안 된다.,제76조(조사 의무) 괴롭힘 신고 접수 시 사용자는 지체 없이 객관적인 조사를 실시해야 하며 사실 확인 의무를 소홀히 해서는 안 된다.
제76조,제76조의3 3항,제76조(피해자 보호),"조사 기간 중 피해 근로자 보호를 위해 근무장소 변경, 유급휴가 등 적절한 조치를 해야 하며 본인 의사에 반해선 안 된다.","제76조(피해자 보호) 조사 기간 중 피해 근로자 보호를 위해 근무장소 변경, 유급휴가 등 적절한 조치를 해야 하며 본인 의사에 반해선 안 된다."
제76조,제76조의3 4항,제76조(확인 시 조치),"괴롭힘 확인 시 피해자가 요청하면 근무장소 변경, 배치전환 등 적절한 조치를 즉시 이행할 의무가 있다.","제76조(확인 시 조치) 괴롭힘 확인 시 피해자가 요청하면 근무장소 변경, 배치전환 등 적절한 조치를 즉시 이행할 의무가 있다."
제76조,제76조의3 5항,제76조(가해자 징계),괴롭힘 확인 시 지체 없이 행위자에게 징계나 배치전환 등 필요한 조치를 해야 하며 피해자 의견을 반드시 청취해야 한다.,제76조(가해자 징계) 괴롭힘 확인 시 지체 없이 행위자에게 징계나 배치전환 등 필요한 조치를 해야 하며 피해자 의견을 반드시 청취해야 한다.
제76조,제76조의3 6항,제76조(불이익 금지),괴롭힘 신고자나 피해자에게 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 강력한 처벌을 받게 된다.,제76조(불이익 금지) 괴롭힘 신고자나 피해자에게 해고 등 불리한 처우를 하는 것을 절대 금지하며 위반 시 강력한 처벌을 받게 된다.
제76조,제76조의3 7항,제76조(비밀 유지),괴롭힘 조사 참여자는 조사 과정에서 알게 된 비밀을 피해자 의사에 반하여 누설해서는 안 되며 비밀 준수 의무를 가짐.,제76조(비밀 유지) 괴롭힘 조사 참여자는 조사 과정에서 알게 된 비밀을 피해자 의사에 반하여 누설해서는 안 되며 비밀 준수 의무를 가짐.
제77조,제77조,제77조(기능 습득자),사용자는 수습 등 명칭 불문 기능 습득 근로자를 혹사하거나 기능 습득과 무관한 업무에 종사시키는 행위를 금지한다.,제77조(기능 습득자) 사용자는 수습 등 명칭 불문 기능 습득 근로자를 혹사하거나 기능 습득과 무관한 업무에 종사시키는 행위를 금지한다.
제78조,제78조 1항,제78조(요양 보상),근로자가 업무상 부상 또는 질병에 걸리면 사용자는 그 비용으로 필요한 요양을 실시하거나 요양비를 반드시 부담해야 한다.,제78조(요양 보상) 근로자가 업무상 부상 또는 질병에 걸리면 사용자는 그 비용으로 필요한 요양을 실시하거나 요양비를 반드시 부담해야 한다.
제78조,제78조 2항,제78조(요양 범위),업무상 질병과 요양의 범위 및 보상 시기는 대통령령을 따르며 사용자는 법정 기준에 따른 보상 의무를 이행해야 한다.,제78조(요양 범위) 업무상 질병과 요양의 범위 및 보상 시기는 대통령령을 따르며 사용자는 법정 기준에 따른 보상 의무를 이행해야 한다.
제79조,제79조 1항,제79조(휴업 보상),요양 중인 근로자에게 평균임금의 60% 이상의 휴업보상을 해야 하며 사용자는 요양 기간 중 소득을 보장할 의무가 있다.,제79조(휴업 보상) 요양 중인 근로자에게 평균임금의 60% 이상의 휴업보상을 해야 하며 사용자는 요양 기간 중 소득을 보장할 의무가 있다.
제79조,제79조 2항,제79조(일부 지급),휴업 기간 중 임금 일부를 받은 경우 평균임금에서 그 금액을 뺀 금액의 60%를 보상해야 하며 임의 감액을 금한다.,제79조(일부 지급) 휴업 기간 중 임금 일부를 받은 경우 평균임금에서 그 금액을 뺀 금액의 60%를 보상해야 하며 임의 감액을 금한다.
제79조,제79조 3항,제79조(보상 시기),휴업 보상의 구체적인 지급 시기는 대통령령을 따르며 사용자는 정해진 기일에 지체 없이 보상금을 지급해야 한다.,제79조(보상 시기) 휴업 보상의 구체적인 지급 시기는 대통령령을 따르며 사용자는 정해진 기일에 지체 없이 보상금을 지급해야 한다.
제80조,제80조 1항,제80조(장해 보상),업무상 재해 완치 후 장해가 남으면 장해 정도에 따라 법정 일수의 평균임금을 장해보상으로 반드시 지급해야 한다.,제80조(장해 보상) 업무상 재해 완치 후 장해가 남으면 장해 정도에 따라 법정 일수의 평균임금을 장해보상으로 반드시 지급해야 한다.
제80조,제80조 2항,제80조(가중 장해),기존 장해가 재해로 심해진 경우 심해진 등급의 보상분에서 기존 등급 보상분을 뺀 차액을 반드시 보상해야 한다.,제80조(가중 장해) 기존 장해가 재해로 심해진 경우 심해진 등급의 보상분에서 기존 등급 보상분을 뺀 차액을 반드시 보상해야 한다.
제80조,제80조 3항,제80조(장해 등급),신체장해 등급 결정 기준과 보상 시기는 대통령령을 따르며 사용자는 등급에 따른 법정 보상금을 엄수해야 한다.,제80조(장해 등급) 신체장해 등급 결정 기준과 보상 시기는 대통령령을 따르며 사용자는 등급에 따른 법정 보상금을 엄수해야 한다.
제81조,제81조,제81조(보상 예외),근로자의 중대 과실로 인한 재해임을 노동위원회에서 인정받은 경우에만 사용자는 휴업·장해보상을 하지 않을 수 있다.,제81조(보상 예외) 근로자의 중대 과실로 인한 재해임을 노동위원회에서 인정받은 경우에만 사용자는 휴업·장해보상을 하지 않을 수 있다.
제82조,제82조 1항,제82조(유족 보상),"근로자가 업무상 사망하면 사용자는 지체 없이 유족에게 평균임금 1,000일분의 유족보상을 지급해야 할 의무가 있다.","제82조(유족 보상) 근로자가 업무상 사망하면 사용자는 지체 없이 유족에게 평균임금 1,000일분의 유족보상을 지급해야 할 의무가 있다."
제82조,제82조 2항,제82조(유족 범위),유족 보상을 받을 유족의 범위와 순위는 대통령령을 따르며 사용자는 법정 순위에 따라 보상금을 지급해야 한다.,제82조(유족 범위) 유족 보상을 받을 유족의 범위와 순위는 대통령령을 따르며 사용자는 법정 순위에 따라 보상금을 지급해야 한다.
제83조,제83조,제83조(장례비),근로자가 업무상 사망하면 사용자는 지체 없이 평균임금 90일분의 장례비를 지급해야 하며 지급 지연을 금지한다.,제83조(장례비) 근로자가 업무상 사망하면 사용자는 지체 없이 평균임금 90일분의 장례비를 지급해야 하며 지급 지연을 금지한다.
제84조,제84조,제84조(일시 보상),"요양 시작 2년 후에도 완치되지 않으면 평균임금 1,340일분의 일시보상을 함으로써 이후의 보상 책임을 면할 수 있다.","제84조(일시 보상) 요양 시작 2년 후에도 완치되지 않으면 평균임금 1,340일분의 일시보상을 함으로써 이후의 보상 책임을 면할 수 있다."
제85조,제85조,제85조(분할 보상),지급 능력을 증명하고 수급자 동의를 얻은 경우에만 보상금을 1년에 걸쳐 분할 지급할 수 있으며 일방적 분할은 금한다.,제85조(분할 보상) 지급 능력을 증명하고 수급자 동의를 얻은 경우에만 보상금을 1년에 걸쳐 분할 지급할 수 있으며 일방적 분할은 금한다.
제86조,제86조,제86조(청구권 보호),"재해보상을 받을 권리는 퇴직으로 변경되지 않으며, 양도나 압류가 절대 불가능한 권리임을 명시한다.","제86조(청구권 보호) 재해보상을 받을 권리는 퇴직으로 변경되지 않으며, 양도나 압류가 절대 불가능한 권리임을 명시한다."
제87조,제87조,제87조(타 법 배상),동일 사유로 민법 등 타 법령에 따라 보상에 상당하는 금품을 받은 경우 그 한도 내에서 사용자의 보상 책임은 면제된다.,제87조(타 법 배상) 동일 사유로 민법 등 타 법령에 따라 보상에 상당하는 금품을 받은 경우 그 한도 내에서 사용자의 보상 책임은 면제된다.
제88조,제88조 1항,제88조(심사 중재),재해보상 실시에 이의가 있는 자는 장관에게 심사나 중재를 청구할 수 있으며 사용자는 이 절차를 방해할 수 없다.,제88조(심사 중재) 재해보상 실시에 이의가 있는 자는 장관에게 심사나 중재를 청구할 수 있으며 사용자는 이 절차를 방해할 수 없다.
제88조,제88조 2항,제88조(처리 기간),장관은 심사나 중재 청구를 받은 날부터 1개월 이내에 이를 완료해야 하며 처리 지연을 방지할 의무가 있다.,제88조(처리 기간) 장관은 심사나 중재 청구를 받은 날부터 1개월 이내에 이를 완료해야 하며 처리 지연을 방지할 의무가 있다.
제88조,제88조 3항,제88조(직권 심사),장관은 필요하다고 인정하면 청구가 없더라도 직권으로 재해보상에 관한 심사나 중재를 실시할 수 있다.,제88조(직권 심사) 장관은 필요하다고 인정하면 청구가 없더라도 직권으로 재해보상에 관한 심사나 중재를 실시할 수 있다.
제88조,제88조 4항,제88조(의사 진단),심사나 중재를 위해 장관은 의사에게 진단이나 검안을 시킬 수 있으며 사용자는 의료적 조사에 협조해야 한다.,제88조(의사 진단) 심사나 중재를 위해 장관은 의사에게 진단이나 검안을 시킬 수 있으며 사용자는 의료적 조사에 협조해야 한다.
제88조,제88조 5항,제88조(시효 중단),심사나 중재 청구는 시효 중단에 있어 재판상 청구와 동일한 효력을 가지며 사용자는 시효 완성을 주장할 수 없다.,제88조(시효 중단) 심사나 중재 청구는 시효 중단에 있어 재판상 청구와 동일한 효력을 가지며 사용자는 시효 완성을 주장할 수 없다.
제89조,제89조 1항,제89조(위원회 청구),장관의 처리에 불복하거나 기간 내 처리가 없는 경우 노동위원회에 심사나 중재를 청구할 수 있는 권리를 보장한다.,제89조(위원회 청구) 장관의 처리에 불복하거나 기간 내 처리가 없는 경우 노동위원회에 심사나 중재를 청구할 수 있는 권리를 보장한다.
제89조,제89조 2항,제89조(위원회 처리),노동위원회는 청구 접수 후 1개월 이내에 심사나 중재를 완료해야 하며 사용자는 위원회의 결정에 따라야 한다.,제89조(위원회 처리) 노동위원회는 청구 접수 후 1개월 이내에 심사나 중재를 완료해야 하며 사용자는 위원회의 결정에 따라야 한다.
제90조,제90조 1항,제90조(원수급 책임),"여러 차례 도급 시 재해보상에 대하여는 원수급인을 사용자로 보며, 원수급인은 재해 보상 의무를 회피할 수 없다.","제90조(원수급 책임) 여러 차례 도급 시 재해보상에 대하여는 원수급인을 사용자로 보며, 원수급인은 재해 보상 의무를 회피할 수 없다."
제90조,제90조 2항,제90조(수급인 책임),서면 계약으로 하수급인에게 보상을 담당하게 한 경우 해당 수급인도 사용자로 보며 중복 보상 책임은 제한된다.,제90조(수급인 책임) 서면 계약으로 하수급인에게 보상을 담당하게 한 경우 해당 수급인도 사용자로 보며 중복 보상 책임은 제한된다.
제90조,제90조 3항,제90조(우선 최고),원수급인이 청구받으면 보상 담당 하수급인에게 우선 독촉할 것을 청구할 수 있으나 하수급인 파산 시에는 직접 보상해야 한다.,제90조(우선 최고) 원수급인이 청구받으면 보상 담당 하수급인에게 우선 독촉할 것을 청구할 수 있으나 하수급인 파산 시에는 직접 보상해야 한다.
제91조,제91조,제91조(서류 보존),재해보상 완료 및 시효 소멸 전까지 중요한 관련 서류를 폐기해서는 안 되며 사용자는 증거 자료 보존 의무를 가짐.,제91조(서류 보존) 재해보상 완료 및 시효 소멸 전까지 중요한 관련 서류를 폐기해서는 안 되며 사용자는 증거 자료 보존 의무를 가짐.
제92조,제92조,제92조(청구권 시효),재해보상 청구권은 3년간 행사하지 않으면 시효로 소멸하며 사용자는 기간 내 정당한 청구에 대해 보상할 의무가 있다.,제92조(청구권 시효) 재해보상 청구권은 3년간 행사하지 않으면 시효로 소멸하며 사용자는 기간 내 정당한 청구에 대해 보상할 의무가 있다.
제93조,제93조,제93조(취업규칙),상시 10인 이상 사용자는 정해진 사항이 포함된 취업규칙을 작성하여 신고해야 하며 변경 시에도 신고 의무가 있다.,제93조(취업규칙) 상시 10인 이상 사용자는 정해진 사항이 포함된 취업규칙을 작성하여 신고해야 하며 변경 시에도 신고 의무가 있다.
제93조,제93조 1항 1호,제93조(시간/휴게),"업무 시종 시각, 휴게, 휴일, 휴가에 관한 사항을 취업규칙에 반드시 명시해야 하며 사용자가 임의로 운영 못 한다.","제93조(시간/휴게) 업무 시종 시각, 휴게, 휴일, 휴가에 관한 사항을 취업규칙에 반드시 명시해야 하며 사용자가 임의로 운영 못 한다."
제93조,제93조 1항 2호,제93조(임금 사항),임금의 결정·계산·지급 방법 및 시기에 관한 사항을 취업규칙에 명시하여 임금 지급의 투명성을 보장해야 한다.,제93조(임금 사항) 임금의 결정·계산·지급 방법 및 시기에 관한 사항을 취업규칙에 명시하여 임금 지급의 투명성을 보장해야 한다.
제93조,제93조 1항 3호,제93조(가족 수당),가족수당의 계산 및 지급 방법에 관한 사항을 취업규칙에 기재해야 하며 기준 없는 수당 지급을 금지한다.,제93조(가족 수당) 가족수당의 계산 및 지급 방법에 관한 사항을 취업규칙에 기재해야 하며 기준 없는 수당 지급을 금지한다.
제93조,제93조 1항 4호,제93조(퇴직 사항),퇴직에 관한 구체적인 절차와 사항을 취업규칙에 명시하여 사용자가 자의적으로 근로 관계를 종료하는 것을 방지한다.,제93조(퇴직 사항) 퇴직에 관한 구체적인 절차와 사항을 취업규칙에 명시하여 사용자가 자의적으로 근로 관계를 종료하는 것을 방지한다.
제93조,제93조 1항 5호,제93조(퇴직 급여),"퇴직급여, 상여금, 최저임금 관련 사항을 취업규칙에 기재하여 법정 소득 보장 기준을 명확히 해야 할 의무가 있다.","제93조(퇴직 급여) 퇴직급여, 상여금, 최저임금 관련 사항을 취업규칙에 기재하여 법정 소득 보장 기준을 명확히 해야 할 의무가 있다."
제93조,제93조 1항 6호,제93조(부담 사항),근로자의 식비나 작업 용품 부담에 관한 사항을 취업규칙에 명시하여 부당한 비용 전가를 방지해야 한다.,제93조(부담 사항) 근로자의 식비나 작업 용품 부담에 관한 사항을 취업규칙에 명시하여 부당한 비용 전가를 방지해야 한다.
제93조,제93조 1항 7호,제93조(교육 시설),근로자를 위한 교육 시설 이용 등에 관한 사항을 취업규칙에 포함하여 근로자의 역량 개발 권리를 보호해야 한다.,제93조(교육 시설) 근로자를 위한 교육 시설 이용 등에 관한 사항을 취업규칙에 포함하여 근로자의 역량 개발 권리를 보호해야 한다.
제93조,제93조 1항 8호,제93조(모성 보호),"출산전후휴가, 육아휴직 등 모성 보호 및 일·가정 양립 지원 사항을 취업규칙에 반드시 명시해야 한다.","제93조(모성 보호) 출산전후휴가, 육아휴직 등 모성 보호 및 일·가정 양립 지원 사항을 취업규칙에 반드시 명시해야 한다."
제93조,제93조 1항 9호,제93조(안전 보건),안전·보건 및 사업장 환경 개선에 관한 사항을 취업규칙에 포함하여 안전한 근로 환경 조성 의무를 다해야 한다.,제93조(안전 보건) 안전·보건 및 사업장 환경 개선에 관한 사항을 취업규칙에 포함하여 안전한 근로 환경 조성 의무를 다해야 한다.
제93조,제93조 1항 10호,제93조(재해 부조),업무상·외 재해 부조에 관한 사항을 취업규칙에 명시하여 사고 발생 시 지원 기준을 투명하게 운영해야 한다.,제93조(재해 부조) 업무상·외 재해 부조에 관한 사항을 취업규칙에 명시하여 사고 발생 시 지원 기준을 투명하게 운영해야 한다.
제93조,제93조 1항 11호,제93조(괴롭힘 예방),직장 내 괴롭힘 예방 및 발생 시 조치 사항을 취업규칙에 반드시 포함해야 하며 이를 누락할 수 없다.,제93조(괴롭힘 예방) 직장 내 괴롭힘 예방 및 발생 시 조치 사항을 취업규칙에 반드시 포함해야 하며 이를 누락할 수 없다.
제93조,제93조 1항 12호,제93조(표창/제재),표창과 제재(징계)의 기준과 절차를 취업규칙에 명시하여 사용자의 자의적인 징계권 행사를 엄격히 제한한다.,제93조(표창/제재) 표창과 제재(징계)의 기준과 절차를 취업규칙에 명시하여 사용자의 자의적인 징계권 행사를 엄격히 제한한다.
제93조,제93조 1항 13호,제93조(기타 사항),그 밖에 근로자 전체에 적용되는 주요 사항을 취업규칙에 기재하여 근로조건의 예측 가능성을 높일 의무가 있다.,제93조(기타 사항) 그 밖에 근로자 전체에 적용되는 주요 사항을 취업규칙에 기재하여 근로조건의 예측 가능성을 높일 의무가 있다.
제94조,제94조 1항,제94조(의견/동의),"취업규칙 작성·변경 시 의견 청취 의무가 있으며, 불리한 변경 시에는 반드시 근로자 과반수의 동의를 얻어야 한다.","제94조(의견/동의) 취업규칙 작성·변경 시 의견 청취 의무가 있으며, 불리한 변경 시에는 반드시 근로자 과반수의 동의를 얻어야 한다."
